date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:53	111325/111325	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/css/main.css	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/css/main.css	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:53	1095/1095	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/logo-loader.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/logo-loader.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:53	4016/4016	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/logo.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/logo.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:53	10704/10704	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:54	11300/11300	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-1.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-feature-1.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:54	6746/6746	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:54	12078/12078	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-2.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-feature-2.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:54	538347/538347	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/css/plugins.css	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/css/plugins.css	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:54	11988/11988	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-3.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:55	13949/13949	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-3.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-feature-3.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:55	12912/12912	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:56	22428/22428	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:56	67200/67200	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:56	30086/30086	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:56	22368/22368	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:57	9418/9418	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:57	5749/5749	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:58	10034/10034	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:58	50742/50742	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:58	122224/122224	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:58	19040/19040	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:58	87958/87958	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:59	6734/6734	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/js/gallery-init.js	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/js/gallery-init.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:47:59	13731/13731	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Jul%202024%2020:36:25%20GMT	https://mixdesign.club/themeforest/marvio/js/custom.js	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/js/custom.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:48:01	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202024%2013:48:01%20GMT	http://mixdesign.club/robots.txt		(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:48:01	397163/397163	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/js/libs.min.js	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/js/libs.min.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
20:48:02	25452/25452	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:02	156496/156496	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:04	68004/68004	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:04	117372/117372	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2013:48:05%20GMT	https://mixdesign.club/themeforest/marvio/css/overlays/02.png	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/css/overlays/02.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:04	207972/207972	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:04	1047/1047	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.png	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/default-skin.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:05	4053/4053	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/default-skin.svg	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2013:48:06%20GMT	https://mixdesign.club/themeforest/marvio/img/preloader.gif	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/preloader.gif	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:05	33682/33682	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:06	419720/419720	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
20:48:06	48390/48390	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:06	65052/65052	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:06	33014/33014	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:06	27374/27374	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:07	149322/149322	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:08	18008/18008	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:08	36234/36234	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:08	99922/99922	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:09	85518/85518	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	2319/2319	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	139540/139540	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	5406/5406	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	63816/63816	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	4251/4251	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:10	43704/43704	---M--	200	added ('OK')	image/webp	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/1400x700-video-bg.webp	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/img/backgrounds/1400x700-video-bg.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:11	52112/52112	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:12	73300/73300	---M--	200	added ('OK')	application/font-woff	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:13	439816/439816	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:13	164648/164648	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.eot?	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regulard41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:14	52372/52372	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:14	166368/166368	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.eot?	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Lightd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:15	73412/73412	---M--	200	added ('OK')	application/font-woff	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:16	159892/159892	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:16	158240/158240	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:16	19144/19144	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.eot?	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Mediumd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:16	433106/433106	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:17	8764/8764	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:17	11856/11856	---M--	200	added ('OK')	application/font-woff	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
20:48:18	54103/54103	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jan%202024%2022:47:08%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.svg	C:/My%20Web%20Sites/port/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
